benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,0.8931979841177402,0.1068020158822598,20,hard,0.2565476071428571,0.31916665,0.3857631319504592
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_scorer_description.9163195a.lv1,mlflow__mlflow.93dab383.test_scorer_description.9163195a.lv1,0.8932291277158787,0.1067708722841213,20,hard,0.2589285714285714,0.3625,0.425697956302353
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-game-of-life-halting-hard0292e21f-seed45-0,reasoning-gym-algorithmic-game-of-life-halting-hard0292e21f-seed45-0,0.8932368821958495,0.10676311780415049,24,easy,0.8732142857142857,0.8520833333333334,0.2736631013775067
hle,hle/hle/hle__671a567961c380782c9eea17,hle/hle__671a567961c380782c9eea17,0.8933366749665786,0.10666332503342135,13,easy,0.7190476071428572,0.625641,0.3944386758845264
scicode,scicode/scicode-68,scicode-68,0.8934225878610133,0.10657741213898675,23,medium,0.3892857142857144,0.3815217391304348,0.1766563526135263
mmmlu,mmmlu/mmmlu-pt-br-00111,mmmlu-pt-br-00111,0.8934560907677653,0.10654390923223467,26,hard,0.0999999999999999,0.1076923076923076,0.216480727376466
mmmlu,mmmlu/mmmlu-it-it-00081,mmmlu-it-it-00081,0.8934560907677653,0.10654390923223467,25,hard,0.1571428571428571,0.176,0.267252689415841
simpleqa,simpleqa/simpleqa-2967,simpleqa-2967,0.8935977246969343,0.10640227530306567,28,medium,0.6642857142857144,0.6642857142857144,0.3547778839482183
simpleqa,simpleqa/simpleqa-3540,simpleqa-3540,0.8935977246969343,0.10640227530306567,28,easy,0.7000000000000001,0.7000000000000001,0.412310562561766
hle,hle/hle/hle__671f449c879059a81a74468c,hle/hle__671f449c879059a81a74468c,0.8936616952535028,0.10633830474649719,13,medium,0.5642857142857143,0.5230769230769231,0.4405483404085031
hle,hle/hle/hle__670f241acb7ead88385e0ca0,hle/hle__670f241acb7ead88385e0ca0,0.8936616952535028,0.10633830474649719,12,medium,0.6047618928571429,0.6111110833333333,0.3639631179591915
crustbench,crustbench/crustbench-razz-simulation,crustbench-razz-simulation,0.8937019686814819,0.10629803131851812,23,hard,0.1857142857142857,0.2260869565217391,0.3602141769949213
crustbench,crustbench/crustbench-libvcd,crustbench-libvcd,0.89371495913384,0.10628504086615997,23,medium,0.7,0.6782608695652174,0.3717836230683817
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-1,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-1,0.8937260969760069,0.10627390302399309,24,easy,0.95,0.9416666666666668,0.1221906524884598
medagentbench,medagentbench/task4_13,task4_13,0.8937605143398066,0.10623948566019337,28,easy,0.7785714285714287,0.7785714285714287,0.3086342528638329
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sequence-reversal-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-word-sequence-reversal-easy00cea0a5-seed45-0,0.8938704105988944,0.10612958940110562,27,saturated,0.9785714285714284,0.9777777777777776,0.0628539361054708
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-2,0.8938704105988944,0.10612958940110562,25,easy,0.9178571428571428,0.908,0.1825814886564352
medagentbench,medagentbench/task2_24,task2_24,0.8939166929914052,0.10608330700859481,28,easy,0.8428571428571431,0.8428571428571431,0.2527400858993447
dacode,dacode/dacode-data-wrangling-070,dacode-data-wrangling-070,0.8939384953306123,0.10606150466938769,17,hard,0.1314285714285714,0.1905882352941176,0.2918595671216128
swtbench,swtbench/sympy__sympy-13798,sympy__sympy-13798,0.8939393939393953,0.10606060606060475,13,frontier,0.0285714285714285,0.0615384615384615,0.1642627423389432
swtbench,swtbench/pydata__xarray-4356,pydata__xarray-4356,0.8939393939393953,0.10606060606060475,13,frontier,0.0285714285714285,0.0615384615384615,0.1642627423389432
lawbench,lawbench/lawbench-3-5-3-one-shot,lawbench-3-5-3-one-shot,0.8940101150831323,0.10598988491686767,26,easy,0.8182416785714287,0.8126379230769232,0.1875666233680352
hle,hle/hle/hle__671ad24cba986fde0d401865,hle/hle__671ad24cba986fde0d401865,0.8940128415107403,0.10598715848925966,13,hard,0.2261904642857143,0.2564102307692308,0.2740592587700006
dacode,dacode/dacode-data-sa-040,dacode-data-sa-040,0.8940430830959485,0.10595691690405151,19,easy,0.86309525,0.7982456315789473,0.2997998639905612
spider2,spider2/retail001,retail001,0.8940672641483033,0.10593273585169671,25,hard,0.1732142857142857,0.1939999999999999,0.3020993214159873
dacode,dacode/dacode-plot-bar-010,dacode-plot-bar-010,0.8941665390372201,0.1058334609627799,16,hard,0.1,0.175,0.2633913438213184
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_databricks_tracing_utils.8ef44eb4.lv1,mlflow__mlflow.93dab383.test_databricks_tracing_utils.8ef44eb4.lv1,0.894329067927267,0.10567093207273304,20,hard,0.1446428571428571,0.2024999999999999,0.2853007866951999
lawbench,lawbench/lawbench-2-4-24-zero-shot,lawbench-2-4-24-zero-shot,0.8943501824630259,0.10564981753697411,26,medium,0.5060714285714286,0.5046153846153846,0.1176118377490047
hle,hle/hle/hle__672538bc6d762e2b5184b6cf,hle/hle__672538bc6d762e2b5184b6cf,0.8943709021297829,0.10562909787021713,14,medium,0.3952380000000001,0.4238094999999999,0.3996880923943336
hle,hle/hle/hle__671922c9897dbe5d706dc802,hle/hle__671922c9897dbe5d706dc802,0.8945497988016086,0.10545020119839144,13,medium,0.3809521785714285,0.4358973846153846,0.3953709931472423
hle,hle/hle/hle__671fbea5326bcfd746f4d96f,hle/hle__671fbea5326bcfd746f4d96f,0.8945564170272041,0.10544358297279588,12,easy,0.7005952499999999,0.6013889166666666,0.438455750315327
hle,hle/hle/hle__6738f23e851b80b033aa8636,hle/hle__6738f23e851b80b033aa8636,0.8945793965277337,0.10542060347226634,12,medium,0.5779761785714286,0.5486110833333333,0.3466411977601283
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_speech_to_text.e53c8eb4.lv1,huggingface__transformers.e2e8dbed.test_modeling_speech_to_text.e53c8eb4.lv1,0.8946539946185205,0.10534600538147953,22,hard,0.1166666785714285,0.1484848636363636,0.2579987918266807
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_string.dcfa24ea.lv1,pandas-dev__pandas.82fa2715.test_string.dcfa24ea.lv1,0.8946539946185205,0.10534600538147953,20,hard,0.1023809642857142,0.1433333499999999,0.2468355631229574
simpleqa,simpleqa/simpleqa-2304,simpleqa-2304,0.8946541066075867,0.10534589339241329,28,easy,0.7785714285714285,0.7785714285714285,0.3177568059933603
simpleqa,simpleqa/simpleqa-1848,simpleqa-1848,0.8946541066075867,0.10534589339241329,28,medium,0.6642857142857143,0.6642857142857143,0.3666589362203028
spreadsheetbench,spreadsheetbench/53167,53167,0.8946735942765267,0.1053264057234733,28,easy,0.8464285714285714,0.8464285714285714,0.2945725024228729
livecodebench,livecodebench/3360,3360,0.894682851199791,0.10531714880020904,28,saturated,0.95,0.95,0.1375811448875587
aime,aime/aime_64,aime_64,0.8947639188686602,0.10523608113133975,27,easy,0.8898809642857143,0.8858024814814814,0.2109503989025347
aime,aime/aime_86,aime_86,0.8947639188686602,0.10523608113133975,27,easy,0.9357142857142858,0.9333333333333336,0.1581789630834269
hle,hle/hle/hle__67400254c0ce9147b46fadfb,hle/hle__67400254c0ce9147b46fadfb,0.8949192735234016,0.10508072647659839,12,hard,0.181547607142857,0.29027775,0.3810595779258419
reasoning-gym,reasoning-gym/reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-1,reasoning-gym-logic-zebra-puzzles-easy00cea0a5-seed45-1,0.8949921830019295,0.10500781699807049,25,easy,0.880952392857143,0.86666668,0.2355136117793143
reasoning-gym,reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,0.8949921830019295,0.10500781699807049,22,easy,0.9285714285714286,0.9090909090909092,0.1975050998400039
kumo,kumo/chemicalenv-t12-a16-v1-s0,chemicalenv-t12-a16-v1-s0,0.8950885725795368,0.10491142742046322,18,easy,0.7464285714285716,0.7166666666666668,0.2948634335492355
hle,hle/hle/hle__66fce56c8585e7734661a9c7,hle/hle__66fce56c8585e7734661a9c7,0.8951767648524429,0.10482323514755709,17,medium,0.3595238214285713,0.4303921764705882,0.3428177919612752
hle,hle/hle/hle__672faa45c5a8bce51676ee01,hle/hle__672faa45c5a8bce51676ee01,0.8952052293476108,0.10479477065238918,12,medium,0.3238094285714284,0.4000000000000001,0.4118612001004302
swebench-verified,swebench-verified/sympy__sympy-16766,sympy__sympy-16766,0.8952074922866737,0.10479250771332627,28,easy,0.9214285714285716,0.9214285714285716,0.1718744202216566
hle,hle/hle/hle__6724e29c42ec04c22a24aab0,hle/hle__6724e29c42ec04c22a24aab0,0.8953842587202077,0.10461574127979234,14,medium,0.5547619285714286,0.5095238571428571,0.3940889968204892
livecodebench,livecodebench/arc189_b,arc189_b,0.8953866692672474,0.10461333073275259,28,medium,0.4857142857142857,0.4857142857142857,0.4189393799604336
livecodebench,livecodebench/3696,3696,0.8953866692672474,0.10461333073275259,28,medium,0.5357142857142857,0.5357142857142857,0.4107608669237106
mmmlu,mmmlu/mmmlu-id-id-00078,mmmlu-id-id-00078,0.8954630830896116,0.10453691691038836,26,medium,0.4178571428571427,0.4269230769230769,0.3898300342730172
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-string-splitting-hard0292e21f-seed45-2,reasoning-gym-algorithmic-string-splitting-hard0292e21f-seed45-2,0.8954723670193179,0.10452763298068213,23,easy,0.8499999999999999,0.8173913043478259,0.2760783976763051
ineqmath,ineqmath/2,2,0.8955143585602832,0.10448564143971684,26,saturated,0.974107142857143,0.9721153846153846,0.0866932376579702
labbench,labbench/figqa-0013,figqa-0013,0.8955463673839026,0.10445363261609741,26,hard,0.25,0.2692307692307692,0.3592398285795575
lawbench,lawbench/lawbench-2-4-16-zero-shot,lawbench-2-4-16-zero-shot,0.8955608883815502,0.10443911161844976,26,medium,0.6174999999999999,0.6157692307692307,0.0890191456037613
featurebench-modal,featurebench-modal/pypa__hatch.ff4b4040.test_config.38d2ef18.lv1,pypa__hatch.ff4b4040.test_config.38d2ef18.lv1,0.8955775225363661,0.10442247746363387,19,frontier,0.0309523571428571,0.045614,0.1082613005780094
hle,hle/hle/hle__6725b2ba569cf0c62da64cd1,hle/hle__6725b2ba569cf0c62da64cd1,0.8955950947280356,0.10440490527196444,14,medium,0.3464285714285715,0.3928571428571428,0.4043765672776618
medagentbench,medagentbench/task4_3,task4_3,0.8956535921417219,0.10434640785827809,28,easy,0.8214285714285714,0.8214285714285714,0.2526391311975342
swebench-verified,swebench-verified/scikit-learn__scikit-learn-12682,scikit-learn__scikit-learn-12682,0.895766599736656,0.10423340026334404,28,easy,0.75,0.75,0.3406925719346234
hle,hle/hle/hle__672f903de8305894b6cfdc7e,hle/hle__672f903de8305894b6cfdc7e,0.8957983208280516,0.10420167917194845,16,medium,0.3833332499999998,0.4708333125,0.4530567540560893
spreadsheetbench,spreadsheetbench/52050,52050,0.8958198841472969,0.10418011585270315,28,easy,0.8964285714285714,0.8964285714285714,0.2056907228568847
lawbench,lawbench/lawbench-3-6-18-one-shot,lawbench-3-6-18-one-shot,0.8959374163669928,0.10406258363300724,19,medium,0.6917857142857141,0.6784210526315789,0.1811734602933924
ineqmath,ineqmath/76,76,0.8961717223361696,0.1038282776638304,27,easy,0.861607142857143,0.8564814814814816,0.2561821357825356
spreadsheetbench,spreadsheetbench/47798,47798,0.8962214298964416,0.1037785701035584,28,easy,0.9017857142857144,0.9017857142857144,0.2114922080872783
simpleqa,simpleqa/simpleqa-2517,simpleqa-2517,0.896282981070571,0.10371701892942897,28,easy,0.8785714285714287,0.8785714285714287,0.2895281171358749
simpleqa,simpleqa/simpleqa-124,simpleqa-124,0.896282981070571,0.10371701892942897,28,easy,0.8071428571428573,0.8071428571428573,0.2951132608587657
swebench-verified,swebench-verified/django__django-13964,django__django-13964,0.8962903586869579,0.10370964131304206,28,easy,0.7571428571428572,0.7571428571428572,0.3040542379113251
medagentbench,medagentbench/task1_27,task1_27,0.8963054807120977,0.1036945192879023,28,medium,0.6642857142857143,0.6642857142857143,0.3340383700311406
omnimath,omnimath/omnimath_1775,omnimath_1775,0.8963847131341403,0.10361528686585975,27,easy,0.9214285714285716,0.9185185185185186,0.1564349043106879
omnimath,omnimath/omnimath_3333,omnimath_3333,0.8963847131341403,0.10361528686585975,27,easy,0.9339285714285716,0.9314814814814816,0.1240878930944515
dacode,dacode/dacode-plot-line-009,dacode-plot-line-009,0.8964039559079698,0.10359604409203016,16,medium,0.6892857142857143,0.6062500000000001,0.3782670187843502
simpleqa,simpleqa/simpleqa-4070,simpleqa-4070,0.8964725191861129,0.10352748081388707,28,easy,0.8214285714285714,0.8214285714285714,0.2845512041006012
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-2,reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-2,0.8964860078708305,0.10351399212916945,23,easy,0.7845634999999999,0.759468608695652,0.3090517186577056
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,0.8964860078708305,0.10351399212916945,23,easy,0.8497486428571429,0.8170853043478262,0.2771247640813939
hle,hle/hle/hle__67172e73e42c7644e4f00e1f,hle/hle__67172e73e42c7644e4f00e1f,0.8964971884690137,0.10350281153098628,15,medium,0.6,0.6,0.3651483716701107
gpqa-diamond,gpqa-diamond/189,189,0.8965558245360044,0.10344417546399565,26,easy,0.9357142857142856,0.9307692307692308,0.1749048769369549
dacode,dacode/dacode-ml-competition-016,dacode-ml-competition-016,0.8968387299337345,0.10316127006626552,18,medium,0.4532697142857143,0.4176531666666667,0.2835252968173407
hle,hle/hle/hle__6764e7288b94f44efa6eb452,hle/hle__6764e7288b94f44efa6eb452,0.8968479633273215,0.10315203667267847,12,hard,0.0708333214285714,0.16527775,0.2777603993175068
spreadsheetbench,spreadsheetbench/41348,41348,0.8968510021134521,0.10314899788654786,28,easy,0.8910714285714285,0.8910714285714285,0.1922858602207045
hle,hle/hle/hle__6737ccee8ebd5a3e08cacd39,hle/hle__6737ccee8ebd5a3e08cacd39,0.8969486825552266,0.10305131744477336,12,hard,0.2357142857142857,0.2833333333333334,0.3312434485725298
gaia2,gaia2/gaia2-cli/0564_ypwfbc08vasotmlepqmhr7wzbk53ntqv,gaia2-cli/0564_ypwfbc08vasotmlepqmhr7wzbk53ntqv,0.897165112834782,0.10283488716521805,20,hard,0.0571428571428571,0.08,0.1939071942966531
gaia2,gaia2/gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,0.897165112834782,0.10283488716521805,20,frontier,0.0142857142857142,0.02,0.06
swe-lancer,swe-lancer/29336-manager-0,29336-manager-0,0.8971651128347823,0.10283488716521771,23,hard,0.0571428571428571,0.0695652173913043,0.1828156177532925
dacode,dacode/dacode-di-csv-023,dacode-di-csv-023,0.8972408367470265,0.10275916325297352,17,medium,0.5357142857142857,0.4941176470588235,0.3826695521715433
dacode,dacode/dacode-dm-csv-061,dacode-dm-csv-061,0.8972408367470265,0.10275916325297352,17,medium,0.6071428571428571,0.5794117647058824,0.377709358980674
crustbench,crustbench/crustbench-rbtree-lab,crustbench-rbtree-lab,0.8973055925282221,0.10269440747177794,23,easy,0.8642857142857144,0.8347826086956524,0.2614486326673549
hle,hle/hle/hle__671abf7f136758472327f840,hle/hle__671abf7f136758472327f840,0.8973086308543058,0.10269136914569421,15,medium,0.4857142857142857,0.56,0.4013311184877976
lawbench,lawbench/lawbench-3-2-13-zero-shot,lawbench-3-2-13-zero-shot,0.897357257434001,0.10264274256599903,26,medium,0.3114185000000001,0.3082525,0.1137858044851242
dacode,dacode/dacode-data-sa-008,dacode-data-sa-008,0.8974464465336175,0.10255355346638251,16,medium,0.3571428571428572,0.325,0.1820027472320129
hle,hle/hle/hle__670daa682c5d078fa33fba12,hle/hle__670daa682c5d078fa33fba12,0.897471126848074,0.10252887315192605,12,hard,0.2636904642857142,0.3152777499999999,0.3489042577781009
livecodebench,livecodebench/abc377_g,abc377_g,0.8974927005332406,0.1025072994667594,28,easy,0.7928571428571429,0.7928571428571429,0.3228539822854149
dacode,dacode/dacode-dm-csv-038,dacode-dm-csv-038,0.8975262835802321,0.10247371641976788,16,easy,0.8333333214285713,0.7833333125,0.2637865653958515
hle,hle/hle/hle__66e9e6b3c27ad6bc46adbc20,hle/hle__66e9e6b3c27ad6bc46adbc20,0.8975601348303169,0.10243986516968306,16,medium,0.45,0.4874999999999999,0.3533323506275642
hle,hle/hle/hle__67238a4a22fbf3820373cb44,hle/hle__67238a4a22fbf3820373cb44,0.8975768500083622,0.10242314999163782,13,medium,0.3452378928571428,0.3589743076923077,0.3218944620639563
dacode,dacode/dacode-ml-binary-018,dacode-ml-binary-018,0.8975925537087567,0.10240744629124332,17,medium,0.6942330357142857,0.6127133529411765,0.3244692048367685
spreadsheetbench,spreadsheetbench/531-18,531-18,0.8975956894082443,0.1024043105917557,28,easy,0.7285714285714285,0.7285714285714285,0.3513821107499669
hle,hle/hle/hle__6715beb7b3287d3dd4db03e6,hle/hle__6715beb7b3287d3dd4db03e6,0.8977751702349028,0.10222482976509717,15,medium,0.4142857142857143,0.4266666666666667,0.290898989723619
hle,hle/hle/hle__672f4434e9c13daba078d693,hle/hle__672f4434e9c13daba078d693,0.8978485357623448,0.1021514642376552,12,hard,0.0839285714285714,0.1958333333333333,0.2961266151871902
dacode,dacode/dacode-plot-pie-018,dacode-plot-pie-018,0.8978503064171469,0.10214969358285308,16,easy,0.7374999999999999,0.615625,0.4300140804380712
hle,hle/hle/hle__6722a20c7c3fce9eed014fe3,hle/hle__6722a20c7c3fce9eed014fe3,0.897867688182529,0.10213231181747096,13,hard,0.2071428571428571,0.2153846153846154,0.2925325563342779
usaco,usaco/111,111,0.8978852669481788,0.10211473305182117,28,medium,0.5857142857142856,0.5857142857142856,0.4307089551908953
arc-agi-2,arc-agi-2/88bcf3b4_0,88bcf3b4_0,0.8978912247034678,0.10210877529653217,27,frontier,0.0214285714285714,0.0222222222222222,0.0831479419283098
arc-agi-2,arc-agi-2/6ffbe589_0,6ffbe589_0,0.8978912247034678,0.10210877529653217,26,frontier,0.0428571428571428,0.0461538461538461,0.1277942132756626
lawbench,lawbench/lawbench-3-2-16-zero-shot,lawbench-3-2-16-zero-shot,0.8979481678413593,0.10205183215864067,19,hard,0.2860051428571428,0.2708013684210525,0.110007302003195
aider-polyglot,aider-polyglot/polyglot_javascript_say,polyglot_javascript_say,0.8979513440774867,0.10204865592251333,27,easy,0.8642857142857142,0.8592592592592593,0.2870788500011274
lawbench,lawbench/lawbench-2-9-17-zero-shot,lawbench-2-9-17-zero-shot,0.8979769622151531,0.10202303778484689,19,easy,0.7309439642857142,0.7084510526315789,0.2141391990098407
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-2,reasoning-gym-algebra-simple-integration-easy00cea0a5-seed45-2,0.898003954167045,0.10199604583295496,25,easy,0.9333333571428571,0.92533336,0.1500458729263501
hle,hle/hle/hle__672bca9fab085c84b90e223d,hle/hle__672bca9fab085c84b90e223d,0.8980317410165958,0.10196825898340423,12,medium,0.332738,0.3875,0.4058099696674541
gpqa-diamond,gpqa-diamond/165,165,0.8980599244521362,0.10194007554786377,26,easy,0.8750000000000001,0.8653846153846155,0.2464241304560207
hle,hle/hle/hle__66edb74f98f720a96783bd0e,hle/hle__66edb74f98f720a96783bd0e,0.8980776054945105,0.10192239450548946,13,hard,0.1,0.2153846153846153,0.2983187604563895
hle,hle/hle/hle__670dbfc042e55f85b247ba49,hle/hle__670dbfc042e55f85b247ba49,0.8980776054945105,0.10192239450548946,12,frontier,0.0357142857142857,0.0833333333333333,0.1280190957978101
mmmlu,mmmlu/mmmlu-it-it-00088,mmmlu-it-it-00088,0.8980852181497145,0.10191478185028546,25,medium,0.4714285714285714,0.48,0.3959797974644666
mmmlu,mmmlu/mmmlu-en-us-00038,mmmlu-en-us-00038,0.8980852181497145,0.10191478185028546,26,medium,0.4928571428571429,0.4961538461538461,0.3887660649470808
reasoning-gym,reasoning-gym/reasoning-gym-geometry-advanced-geometry-hard0292e21f-seed45-2,reasoning-gym-geometry-advanced-geometry-hard0292e21f-seed45-2,0.8980855525744263,0.10191444742557365,24,easy,0.8225714285714286,0.793,0.3266420058718718
hle,hle/hle/hle__6724db7012a8d5ea6a619372,hle/hle__6724db7012a8d5ea6a619372,0.8980922792424455,0.1019077207575545,14,medium,0.3571426785714285,0.3809523571428571,0.3110949428905696
replicationbench,replicationbench/gw_nsbh__mass_gap,gw_nsbh__mass_gap,0.8981157686306716,0.10188423136932845,28,hard,0.1857142857142857,0.1857142857142857,0.287494454249973
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-matrix-hard0292e21f-seed45-0,reasoning-gym-algorithmic-binary-matrix-hard0292e21f-seed45-0,0.8981493900350189,0.10185060996498108,24,easy,0.7226190357142858,0.6930555416666667,0.3555094511666765
hle,hle/hle/hle__6716f035bab94116769c0082,hle/hle__6716f035bab94116769c0082,0.8982204939500924,0.1017795060499076,12,frontier,0.0476190357142857,0.1111110833333333,0.2314740472880485
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-letter-counting-hard0292e21f-seed45-2,reasoning-gym-algorithmic-letter-counting-hard0292e21f-seed45-2,0.8984410482287901,0.10155895177120988,25,easy,0.8517857142857145,0.8340000000000001,0.2460569039876751
hle,hle/hle/hle__673296e70ee3440316a64763,hle/hle__673296e70ee3440316a64763,0.8984486710262531,0.10155132897374686,12,medium,0.355357142857143,0.4291666666666667,0.4274236449030659
algotune,algotune/algotune-sha256-hashing,algotune-sha256-hashing,0.8985142819506278,0.10148571804937223,27,frontier,0.0325748928571428,0.0337606296296296,0.169237636822736
algotune,algotune/algotune-ks-test-2samp,algotune-ks-test-2samp,0.8985142819506278,0.10148571804937223,23,frontier,0.0265868571428571,0.0313574782608695,0.0768622350775665
hle,hle/hle/hle__67315c7e7fcf9ea998467bd6,hle/hle__67315c7e7fcf9ea998467bd6,0.898525728688088,0.101474271311912,13,medium,0.5398809642857143,0.4705128461538462,0.42507686994813
hle,hle/hle/hle__66fb75ded83ed7a299fdd136,hle/hle__66fb75ded83ed7a299fdd136,0.8986737316597949,0.10132626834020508,12,hard,0.0642857142857142,0.15,0.2843120351538663
terminal-bench,terminal-bench/mteb-retrieve,mteb-retrieve,0.8986737316597951,0.10132626834020486,28,hard,0.0642857142857143,0.0642857142857143,0.2003822877015076
terminal-bench,terminal-bench/caffe-cifar-10,caffe-cifar-10,0.8986737316597951,0.10132626834020486,27,frontier,0.0142857142857142,0.0148148148148148,0.0755410298310042
gso,gso/gso-numpy--numpy-2dfd21e,gso-numpy--numpy-2dfd21e,0.8986844561100897,0.10131554388991026,17,hard,0.0761904642857142,0.1254901764705882,0.2330612838174026
hle,hle/hle/hle__67325a61292f97f5175026dd,hle/hle__67325a61292f97f5175026dd,0.8987071583191849,0.1012928416808151,13,frontier,0.0261904642857142,0.0564102307692307,0.1073253160787718
hle,hle/hle/hle__672579985c16db8f9647559c,hle/hle__672579985c16db8f9647559c,0.8987071583191849,0.1012928416808151,14,hard,0.2351190357142857,0.2702380714285714,0.3413429648772759
hle,hle/hle/hle__671f8a0781665b519321d818,hle/hle__671f8a0781665b519321d818,0.8987080742471855,0.10129192575281454,13,medium,0.3761902857142857,0.425641,0.4020043529649513
scicode,scicode/scicode-1,scicode-1,0.8988659984377134,0.10113400156228658,24,easy,0.9410714285714288,0.93125,0.2070690806631127
hle,hle/hle/hle__66faeb7db8fca5695f011626,hle/hle__66faeb7db8fca5695f011626,0.89887776861353,0.10112223138647003,12,medium,0.5285715357142856,0.52222225,0.4214906037058882
hle,hle/hle/hle__66fa6641c4f1bf6c2036b745,hle/hle__66fa6641c4f1bf6c2036b745,0.8988822044795869,0.10111779552041311,12,medium,0.4565476071428572,0.5319444166666667,0.3288911344471141
labbench,labbench/figqa-0172,figqa-0172,0.8989133585227516,0.10108664147724844,26,hard,0.1428571428571428,0.1538461538461538,0.2307692307692307
mmmlu,mmmlu/mmmlu-yo-ng-00145,mmmlu-yo-ng-00145,0.898918132566113,0.10108186743388703,26,medium,0.5857142857142856,0.5846153846153846,0.3799719703147221
swebench-verified,swebench-verified/django__django-16333,django__django-16333,0.8990413918312674,0.10095860816873259,28,easy,0.9071428571428573,0.9071428571428573,0.2170065361566187
dacode,dacode/dacode-data-wrangling-052,dacode-data-wrangling-052,0.8991678166957001,0.10083218330429988,20,easy,0.8857142857142858,0.8400000000000001,0.3136877428271624
ineqmath,ineqmath/57,57,0.8993474390582316,0.10065256094176844,26,medium,0.66875,0.6663461538461538,0.2741194212393418
ineqmath,ineqmath/98,98,0.8993474390582316,0.10065256094176844,26,easy,0.7357142857142858,0.7307692307692307,0.2728330438610492
hle,hle/hle/hle__673e53fe9c1787f33fd0b965,hle/hle__673e53fe9c1787f33fd0b965,0.8993510471074746,0.1006489528925254,12,medium,0.5130952500000001,0.4638889166666666,0.3864507045768059
spreadsheetbench,spreadsheetbench/7665,7665,0.899413436168771,0.10058656383122899,28,easy,0.9261904642857144,0.9261904642857144,0.1702839180753892
hle,hle/hle/hle__6722e2aa59f0f83e64e054ed,hle/hle__6722e2aa59f0f83e64e054ed,0.899455572001138,0.10054442799886198,13,hard,0.2839285714285715,0.3807692307692308,0.4148857403126708
hle,hle/hle/hle__67269e31f922f333ed9d695f,hle/hle__67269e31f922f333ed9d695f,0.899455572001138,0.10054442799886198,14,medium,0.54821425,0.5964284999999999,0.2771867972654001
hle,hle/hle/hle__671f3d49d579cf064f22d3ce,hle/hle__671f3d49d579cf064f22d3ce,0.8994556140382401,0.10054438596175985,13,medium,0.6250001785714286,0.576923076923077,0.3506732755993953
hle,hle/hle/hle__6722c4f1d60ad77b5374fdd2,hle/hle__6722c4f1d60ad77b5374fdd2,0.8994556140382401,0.10054438596175985,13,medium,0.5934523571428573,0.5858973846153847,0.3804993772247078
medagentbench,medagentbench/task4_10,task4_10,0.8994756229952292,0.10052437700477079,28,easy,0.8785714285714284,0.8785714285714284,0.2410648147240886
hle,hle/hle/hle__67169906187dc7ac4a7ae1a8,hle/hle__67169906187dc7ac4a7ae1a8,0.8994816256194039,0.10051837438059608,12,hard,0.2017857142857143,0.2041666666666667,0.271153656725399
lawbench,lawbench/lawbench-3-4-6-zero-shot,lawbench-3-4-6-zero-shot,0.8994943592284665,0.10050564077153346,26,easy,0.78149375,0.7716524615384616,0.2367209270581047
hle,hle/hle/hle__672da2566d1f60da4a748aca,hle/hle__672da2566d1f60da4a748aca,0.8995644543444842,0.10043554565551582,12,medium,0.4791666785714286,0.4513889166666667,0.416525453385396
hle,hle/hle/hle__67666a593e38774fc651f9f3,hle/hle__67666a593e38774fc651f9f3,0.8996494547459462,0.10035054525405385,12,medium,0.6303571428571428,0.5375,0.3995440109257885
